flight_id,tow
248757002,75186.414
248753937,66386.445
248756482,56914.664
248765607,59161.086
248765609,67180.516
248757601,56936.934
248759084,71290.91
248757861,179386.89
248754583,54638.812
248754588,60671.164
248756555,59354.098
248755289,36519.58
248755297,59372.758
248759737,337145.16
248760460,65081.508
248760463,56968.094
248761006,41106.97
248759099,63976.54
248760860,44316.625
248760870,69028.25
248765958,65744.3
248756599,51840.457
248764424,63027.883
248752406,69549.625
248760549,71616.41
248760562,52756.27
248759849,71260.97
248759422,221420.52
248753995,316945.22
248759877,59374.977
248754798,179809.6
248751391,66280.89
248762360,63751.6
248754174,30515.432
248753430,71946.29
248751275,61556.777
248753975,239453.84
248755511,74771.734
248755629,71303.78
248755530,68600.86
248751422,69779.195
248755843,58876.938
248755852,78348.69
248752864,57150.453
248751157,70323.164
248755048,68619.47
248753716,58557.94
248754018,84376.74
248753708,59628.293
248755740,173335.75
248754995,61174.414
248785836,62480.67
248766235,63217.48
248769056,38711.746
248770052,81366.95
248770494,82131.67
248770561,64962.39
248770535,79350.12
248769655,58729.766
248776102,60529.82
248779504,66080.67
248776125,73055.89
248777262,60758.617
248783239,179190.95
248782548,178297.1
248773090,19092.125
248773093,59117.188
248773099,61210.516
248783480,57037.492
248782942,36568.6
248772961,50630.625
248784679,74707.59
248784685,66454.29
248782883,53918.414
248784793,55510.74
248769616,70313.53
248788165,33570.17
248788173,60238.523
248770235,72196.234
248775661,69907.68
248774500,79201.53
248774501,79716.91
248768985,58057.08
248785224,40335.156
248787158,65814.53
248771156,227506.81
248770400,58793.094
248779450,42389.973
248783314,217354.25
248782681,42666.21
248782960,58971.547
248782487,76142.39
248783422,70815.89
248783355,184519.69
248783827,51722.55
248783761,58882.03
248783197,80240.25
248775800,69622.88
248770926,70526.8
248775252,46123.977
248787138,32829.555
248774885,70158.31
248775044,67714.266
248775642,35075.438
248776732,58755.914
248774230,214269.39
248775558,81115.53
248776779,30935.59
248774950,183350.47
248776673,64061.92
248775320,30755.926
248783356,77747.766
248782566,226011.12
248782700,44472.645
248783907,175746.75
248780221,57694.812
248784806,58041.086
248784811,63037.547
248783572,160952.34
248783216,66465.55
248784983,60445.64
248784860,66492.92
248774967,58996.344
248774898,65276.68
248774999,67183.16
248775513,232863.12
248774603,59062.785
248775008,33595.414
248774916,52269.695
248784143,58285.996
248784146,32346.607
248782709,70341.26
248783364,52606.625
248784192,54838.08
248784757,64720.34
248784107,57947.234
248783444,73892.984
248784007,57991.1
248783257,59837.97
248782970,202599.97
248775119,72814.375
248775120,66011.22
248775021,70674.55
248776582,70321.375
248776533,60987.42
248775132,62535.95
248775540,73060.586
248775911,34791.293
248783634,66970.83
248782828,59372.562
248782931,41709.367
248783385,37144.59
248780054,52973.582
248776543,39227.434
248768578,59602.695
248766356,58750.59
248777942,67504.42
248775409,58500.07
248777326,54837.836
248779108,65064.445
248774806,62759.664
248777363,56562.8
248780180,38812.64
248780145,40833.875
248780758,72160.43
248781324,48523.48
248780821,73066.27
248782024,34050.477
248783032,163252.62
248767842,197642.44
248777711,74292.18
248770340,229968.34
248768400,67454.39
248769852,20942.166
248766419,39301.125
248778298,85817.81
248778181,195604.0
248778189,58341.914
248784256,21081.602
248778332,30194.35
248777612,62803.656
248788084,35568.55
248778979,72787.99
248776978,151694.31
248776234,63405.484
248779132,71890.766
248785438,30275.291
248778018,62942.65
248779300,57336.523
248775363,195835.1
248779267,72007.61
248783096,217796.34
248783718,21933.027
248767565,79360.7
248777385,57893.62
248781873,65669.92
248784463,47586.336
248781425,59857.977
248781432,33947.94
248777157,58413.445
248768797,30942.717
248767693,61627.492
248786814,58393.766
248767189,37050.41
248773684,27689.914
248766302,65748.84
248777847,57896.61
248776822,63895.04
248788087,49102.72
248784667,50895.625
248777863,77540.78
248777864,52328.945
248777782,21548.434
248778864,82222.14
248778874,63505.906
248777928,53991.18
248774714,60305.86
248784476,64253.902
248783677,61426.668
248782053,52362.348
248782057,46859.938
248781340,56298.53
248782065,139954.75
248782069,55471.164
248781323,77546.984
248784486,73280.99
248767608,52167.215
248768376,48007.367
248768623,29459.613
248770194,70509.11
248767332,160044.1
248777567,61939.203
248779521,211849.84
248777660,76502.516
248776875,54347.438
248776882,32107.754
248776886,72351.375
248778224,71227.44
248784569,54105.066
248778642,62077.797
248782209,53766.07
248782440,60717.42
248782444,201615.88
248782452,32211.758
248781849,64730.297
248781354,65568.23
248781811,54127.246
248781858,19326.395
248783018,71752.984
248781801,72649.75
248766549,68359.51
248768713,62900.375
248768017,47378.22
248767222,59947.42
248767104,58072.7
248767668,63022.25
248778121,54134.746
248788053,20205.57
248781129,69033.03
248779475,56064.11
248766180,75631.39
248766522,60535.39
248767908,175131.11
248772424,60597.773
248767462,219206.0
248773508,62186.973
248773514,62431.234
248773518,60982.758
248771386,56225.152
248786425,57091.773
248772726,61681.04
248772731,74451.2
248785257,181575.6
248786299,63637.152
248785962,72440.61
248786305,47377.137
248786700,72433.5
248770007,64076.414
248769128,319943.44
248786869,63555.727
248768424,29903.48
248779615,62947.17
248780977,175829.5
248782173,56281.28
248781607,62675.805
248772939,58745.055
248768311,57131.125
248768244,31801.863
248766924,33385.33
248784904,70698.23
248772493,50497.312
248772363,65109.89
248772364,75041.86
248766378,65995.55
248766382,71069.45
248766400,56486.418
248772642,59373.848
248773302,55536.44
248771988,57822.67
248772002,56516.63
248772688,57637.11
248785780,51816.11
248772246,59442.87
248773681,73065.02
248772596,72809.79
248773862,68305.55
248773870,66465.59
248786522,73130.52
248787329,35354.734
248785955,68126.16
248787501,69158.375
248785238,56563.652
248787535,63275.625
248769115,81536.56
248769116,61147.312
248785506,69166.484
248785818,53145.258
248785333,167464.0
248780277,62582.266
248779580,48660.33
248780324,54518.836
248780544,57862.4
248780532,60279.4
248766782,57460.375
248780502,57429.523
248771621,73603.73
248768224,60513.35
248773702,59249.1
248771905,31245.707
248773757,40242.85
248773758,64390.742
248767498,171452.16
248772383,188827.19
248767889,69082.2
248773412,67684.53
248771581,158856.47
248767784,63556.727
248768503,59851.234
248772701,32144.84
248772007,63353.43
248773425,65111.727
248779216,61841.812
248785944,63048.965
248787797,57298.39
248785621,55929.867
248785627,53005.918
248786919,216208.78
248787578,71346.37
248769198,51719.54
248780401,78505.14
248780411,38642.457
248779823,291461.34
248780488,31689.965
248780513,68891.22
248768443,52949.77
248773761,32936.42
248772912,70693.3
248767639,59778.617
248766898,59724.617
248773437,59732.6
248773338,61529.2
248772044,296047.2
248772283,66588.82
248773279,50873.387
248773584,58747.977
248771289,68836.09
248787249,60087.363
248787491,68517.69
248786259,71140.17
248786076,56996.6
248787886,64953.344
248785668,57150.29
248785410,34533.11
248785414,62594.582
248785416,58435.625
248787555,74714.6
248785289,44069.64
248781799,73038.77
248780628,64536.82
248780639,65399.477
248781967,71316.24
248781721,58004.33
248766367,60984.027
248771640,60505.453
248769811,56700.43
248770174,52980.363
248770178,48406.42
248770240,166371.7
248787429,71811.72
248785549,58991.332
248786619,59451.74
248783839,30981.812
248786959,65473.14
248786223,63724.094
248770129,54980.51
248769541,57229.656
248785867,153382.16
248772965,19979.809
248769522,20011.334
248769528,65827.65
248773899,44196.367
248787087,48839.91
248769479,175773.78
248769480,80402.64
248782299,43086.062
248782300,70655.766
248779700,54833.266
248775576,68619.69
248767745,58076.5
248774540,65831.73
248774562,65268.965
248775225,46736.543
248780316,68478.34
248769305,70275.06
248769402,80179.734
248769403,48065.617
248771219,59309.742
248771221,44609.46
248769240,83197.72
248785564,63768.58
248785580,61135.258
248787720,54866.477
248786011,19535.25
248787692,61892.688
248787700,65799.47
248787554,41068.086
248775873,67478.47
248788212,51097.902
248770857,76182.76
248770874,71125.93
248770877,61351.723
248771036,210007.0
248770073,66693.46
248770080,59969.67
248770082,51086.61
248770409,57735.31
248769893,71469.47
248770473,177343.5
248768115,65587.95
248776346,75252.516
248776473,65642.03
248776321,59166.703
248776342,31761.293
248774668,218654.19
248780493,214015.64
248774067,73144.4
248769332,163531.92
248769806,63157.906
248769675,219426.31
248769683,70313.91
248770300,231081.88
248788297,168174.84
248776168,19697.605
248787944,64921.75
248775710,63811.92
248788118,55442.824
248769710,57200.03
248773765,71497.39
248786122,50521.15
248770976,63385.82
248771049,56871.047
248770621,59427.023
248776667,60473.543
248787127,40111.344
248770544,33123.16
248769949,84024.06
248770548,58135.453
248805478,212779.9
248796224,58854.46
248793143,83207.65
248796864,39183.062
248806097,56521.258
248806101,63451.055
248798423,226906.36
248796870,61854.45
248804700,69281.0
248802947,65078.406
248804444,27589.64
248790199,191480.62
248789550,277450.16
248794358,62469.906
248807639,61923.96
248796517,180071.84
248796010,64508.125
248797696,54172.688
248805435,57661.93
248792564,80594.91
248806760,30444.871
248798438,66355.33
248806905,61149.76
248805502,31811.793
248789507,56961.992
248790042,57586.617
248788638,31409.215
248788762,57521.758
248789198,60051.156
248791041,39880.57
248790379,77678.91
248791111,180958.31
248795369,37452.25
248795309,28486.809
248805782,66563.11
248807643,55173.625
248807657,40900.023
248805791,32014.588
248795996,63392.977
248796016,62416.203
248796476,53411.816
248794644,59956.7
248789979,56835.133
248790385,68152.64
248790661,65453.605
248790663,77983.36
248788681,52584.523
248790975,58757.105
248790978,59957.188
248788924,64479.39
248790098,52498.81
248790121,55440.023
248798637,41460.445
248799675,64415.617
248791625,59075.293
248788868,183576.1
248790799,41264.55
248790800,216398.11
248789594,66689.42
248790327,64275.76
248788702,43632.312
248789640,54229.656
248789389,55237.07
248788588,61039.68
248798101,66666.266
248806511,56921.61
248806018,34094.97
248798514,68688.31
248790011,19254.129
248790750,59018.016
248790856,54005.61
248789903,66779.91
248790778,32532.531
248788630,61345.86
248790939,32994.277
248805295,62801.426
248805060,41142.98
248807380,78897.59
248805331,67952.7
248802312,45758.453
248800324,57598.67
248798060,65247.094
248798064,58214.297
248797199,311909.34
248797346,62525.54
248799494,53323.82
248799393,74322.19
248798050,32273.266
248804636,176460.39
248801321,60619.344
248799827,189493.12
248790250,65199.664
248789097,61637.85
248802580,19583.613
248788722,56663.0
248788613,63880.555
248789289,70626.62
248789304,61139.83
248788748,183146.94
248791184,64297.42
248791192,64214.203
248805050,62007.984
248807072,56868.79
248807148,55116.79
248806606,20124.025
248805072,75849.125
248805077,69356.61
248805080,64244.227
248798860,67477.914
248799177,58172.836
248793809,186725.25
248797009,39930.246
248796946,72961.84
248806918,20774.594
248798351,227616.94
248796892,59296.78
248806165,59186.168
248790372,71216.586
248803799,73045.42
248802641,57007.125
248803930,57519.68
248804196,55763.234
248804378,30269.11
248801448,20879.117
248805036,56890.418
248805115,63214.793
248805689,57148.184
248791760,69692.81
248794800,57387.516
248800248,205684.4
248800927,58528.984
248801502,20092.285
248800259,53916.035
248806206,72152.19
248792412,201726.03
248805394,64321.504
248808517,56088.746
248791831,58690.17
248808209,65016.15
248800768,81071.25
248803338,75330.44
248804024,62068.84
248790542,70344.25
248803413,43637.023
248788473,60696.48
248790626,32306.734
248790631,62264.297
248790634,61470.14
248790637,65999.484
248803790,55777.5
248807421,71953.836
248806636,63528.63
248806642,59457.15
248806648,58141.156
248806556,307815.7
248805281,68195.125
248807558,69855.98
248807737,171366.05
248807738,215891.5
248798985,173308.44
248802358,52746.37
248799991,55785.68
248801530,65289.363
248801661,57934.54
248800182,57872.83
248796780,64438.582
248796801,67387.445
248808591,37969.973
248796651,78808.3
248809278,42299.7
248808768,64724.273
248807948,242719.03
248807949,309057.56
248802801,50968.906
248803747,60464.414
248802655,54096.71
248807596,33914.594
248805745,59300.85
248801004,59791.43
248792715,69978.78
248790103,57386.684
248808307,65524.324
248807023,18470.494
248798996,63187.848
248801035,57198.062
248796956,58327.727
248802469,171648.62
248800231,63669.77
248801409,55437.742
248801618,49609.664
248801054,68148.23
248801986,214267.22
248807833,72085.43
248808096,67552.56
248808100,67051.75
248809265,80969.19
248790225,173848.81
248803994,219845.45
248804361,50259.85
248789735,59076.523
248789741,148484.66
248794262,61469.996
248809663,60227.57
248792683,63368.3
248808832,54706.883
248809414,68249.7
248808018,64933.273
248792658,41866.97
248791268,68529.984
248792805,54709.742
248797260,64660.28
248793437,62335.242
248802162,28932.605
248802171,57983.758
248798460,65273.727
248802341,79020.28
248801406,62032.92
248801564,64750.86
248808679,64754.766
248808806,61195.28
248808881,48860.4
248809459,61761.344
248800614,156833.81
248800615,273201.4
248799766,53674.992
248789765,287505.2
248790738,67477.31
248790739,62185.086
248803155,51878.25
248803157,35298.297
248802692,60553.453
248802215,66302.805
248790410,190573.19
248801099,55731.555
248809718,61425.703
248808966,72170.945
248802115,56946.805
248800754,81905.67
248799320,185157.58
248793031,29570.768
248808886,54621.406
248808537,58042.93
248796694,186101.5
248809689,57006.938
248804176,62195.26
248801172,58405.266
248789068,222877.31
248799876,28322.043
248802051,59817.082
248802033,54058.254
248793440,52980.344
248792823,57156.64
248809733,168876.27
248797331,65642.08
248806286,21811.281
248792108,64367.637
248808850,59644.336
248808306,43312.484
248808310,59986.93
248792229,58960.766
248793401,68584.02
248793932,56663.73
248794058,57940.97
248793694,30837.762
248797246,63387.87
248793666,46772.562
248791645,50797.402
248794168,52329.008
248797863,241401.9
248793524,60406.492
248798137,58968.656
248796296,59554.1
248793999,62439.25
248809078,68282.984
248791572,63261.164
248793369,56175.453
248792299,62139.188
248793507,69241.71
248800548,48695.71
248789000,212904.05
248802385,31857.43
248802389,59577.242
248789691,218034.06
248791079,192716.14
248799777,55769.54
248791556,60046.266
248809027,70234.2
248808254,52410.312
248793416,165658.03
248808285,55841.09
248808288,53260.895
248791522,53866.523
248792410,199649.4
248796171,52094.266
248793848,73832.41
248797353,59504.914
248791602,46770.36
248791476,62920.477
248792973,43016.9
248803095,74175.56
248803645,81351.85
248804128,63215.203
248803062,74003.04
248804280,63189.7
248792909,62952.094
248792911,158539.25
248808349,47327.83
248809025,41308.92
248793953,187047.16
248796641,54405.324
248806478,64919.504
248805898,46807.023
248791904,60075.61
248792458,142488.0
248794789,55291.125
248795549,211864.94
248794861,66813.68
248794037,65033.23
248797222,66030.78
248797223,32196.145
248793094,246076.72
248793095,61903.066
248793096,65629.75
248797148,70021.84
248792476,200816.1
248798839,56895.023
248792958,49987.39
248792284,48622.055
248797532,64500.086
248796959,63108.64
248798945,56666.95
248806911,57740.07
248799516,61143.5
248804855,58756.03
248803071,49300.836
248790619,58521.215
248804484,210383.22
248804052,19404.523
248804053,31091.71
248805661,72160.41
248794505,63683.984
248807091,54453.656
248794956,170553.0
248794683,46207.855
248799167,65699.484
248796259,31693.738
248795462,82774.34
248795561,50621.5
248793294,56868.33
248807475,73584.234
248792428,127787.02
248805432,55646.35
248806954,64576.18
248801925,155403.6
248803897,52502.08
248803077,61941.016
248803637,54439.758
248802596,60629.61
248801935,220281.12
248788888,64268.5
248799705,70285.05
248789040,221384.67
248801275,82141.59
248799684,59615.855
248799688,31980.422
248799692,38101.68
248805320,65808.49
248807633,56333.22
248805180,61009.234
248795623,67139.57
248795788,55538.594
248795131,151311.97
248795924,85385.31
248798400,72597.84
248799125,55367.35
248798408,222492.25
248798409,81587.81
248796904,70372.83
248807461,77808.83
248807488,53894.734
248793282,40312.61
248824322,59276.668
248825570,72079.39
248824216,40707.29
248823403,59262.69
248827502,58141.594
248827511,31768.703
248824257,73649.23
248825519,55303.273
248825063,77957.336
248821912,60773.29
248821920,53304.562
248827871,59267.6
248823506,55779.895
248816462,47894.414
248824522,63754.555
248824525,171080.19
248824271,167823.4
248825154,20366.648
248826374,78555.36
248824935,64469.617
248823445,183629.16
248822467,71015.66
248822079,191426.1
248822081,196094.53
248821815,166433.1
248816964,74460.58
248823888,69248.85
248818208,65776.734
248822882,57546.574
248813304,72358.14
248821769,70326.31
248815844,52725.67
248829249,54235.477
248827099,180537.11
248816359,62638.51
248821425,60835.633
248821270,79509.99
248822402,66497.47
248821775,206926.78
248821777,20168.742
248817513,71846.5
248816194,62282.77
248829165,36208.47
248817811,62385.562
248827210,59388.812
248816399,40564.23
248827170,59988.414
248828473,71008.484
248828475,32505.186
248817198,195964.97
248821432,33535.387
248817199,177083.78
248827319,50428.92
248818291,55866.555
248829059,50688.43
248827900,57521.46
248828375,29087.977
248828349,56168.047
248828847,32815.527
248829329,58846.13
248829331,176147.8
248813485,223643.39
248813519,63642.79
248814950,64826.29
248814951,77672.11
248812989,61333.516
248813779,73206.58
248824351,51598.254
248819377,71408.484
248817791,192351.1
248821982,52516.11
248815656,57596.953
248815662,72667.87
248823006,61427.355
248823008,70816.96
248817264,181470.4
248817534,54656.883
248828266,190605.0
248817593,57973.324
248818183,56711.29
248816181,29959.637
248817170,58162.24
248812601,76365.83
248812169,68597.7
248812171,73322.09
248810900,60783.754
248812321,62993.75
248812066,61740.07
248812177,74404.22
248814161,70175.28
248814282,64418.508
248821886,65336.918
248817539,29152.848
248825980,66174.19
248826711,63474.594
248816259,36867.438
248810134,58675.91
248810140,57045.707
248812753,60041.344
248810833,227693.25
248811755,59157.42
248811376,43091.484
248810729,65711.59
248810275,72201.664
248810084,57056.977
248810712,58120.844
248810723,18461.902
248812659,62115.96
248812664,47307.367
248810903,65767.45
248811201,159186.53
248810212,64833.4
248810162,53021.75
248811295,180865.14
248810628,66386.234
248814283,58395.098
248813191,67949.06
248825357,57859.246
248815219,80222.55
248827979,36443.406
248814332,80535.0
248826940,82616.92
248827556,186212.61
248812149,61442.047
248811182,218101.78
248810694,61384.188
248812109,53919.816
248819925,61581.938
248819928,61496.383
248819935,53215.492
248819509,32069.025
248812945,56261.215
248829025,59895.914
248815578,57827.11
248822225,185272.05
248826682,38719.645
248826007,38369.957
248822253,79907.03
248822266,77759.13
248818768,62874.07
248820748,53919.277
248811933,53760.242
248812600,79030.56
248820176,45604.832
248820627,58401.973
248821200,39866.46
248821221,58476.043
248818780,44923.58
248819268,58613.867
248818734,45549.805
248818616,65133.836
248819874,41593.367
248818673,81240.875
248819830,63974.14
248819853,19056.604
248820836,200590.84
248819862,28690.379
248819319,155281.06
248813000,45808.71
248815010,67853.07
248813997,54792.36
248821640,62628.977
248815014,44018.316
248821454,179377.64
248822672,61690.03
248826601,76882.83
248824618,185978.28
248822231,59304.844
248824637,75186.5
248827011,218739.55
248815326,66114.41
248815445,73479.43
248822259,59999.676
248813332,66135.68
248820791,149395.56
248819680,66140.625
248824776,56736.383
248825886,62538.54
248811079,59033.297
248820740,57468.297
248819245,58694.406
248820714,65838.94
248814006,59409.4
248822587,64959.89
248822751,66453.36
248813431,53483.367
248813117,71613.65
248813602,57606.08
248813351,75008.26
248821465,58167.04
248822158,214497.88
248827580,80581.01
248827678,53960.25
248814785,174692.02
248827597,50588.73
248825177,62723.703
248819342,54717.53
248810371,53628.062
248816726,59160.68
248818952,63126.285
248812526,78631.47
248820357,53217.695
248821244,59892.57
248820490,51178.32
248818657,59359.85
248821574,62842.938
248814678,57412.926
248822697,311574.4
248815369,214532.38
248814731,54706.062
248815653,59565.938
248815376,52670.953
248812897,73642.53
248811540,58052.016
248811859,179300.4
248818053,58758.812
248816486,70483.99
248811869,80694.55
248818125,42970.625
248818136,58693.53
248816948,60304.426
248815768,69999.78
248812536,72039.2
248812540,178099.66
248810395,31735.873
248815163,59874.67
248818628,73468.2
248810389,34214.992
248811479,59561.836
248819173,225002.34
248820503,54639.84
248819185,58746.414
248814843,87002.32
248822296,40953.688
248822718,43175.188
248816643,48687.234
248816956,75576.02
248815178,18497.365
248810444,57193.65
248812565,71609.69
248817877,54118.246
248817852,66398.36
248810350,62924.86
248819129,64793.742
248819136,62432.85
248819139,32817.043
248812239,55689.477
248821120,55971.51
248820139,61293.04
248821445,67476.125
248813725,239631.62
248817869,82328.805
248816587,73301.41
248815811,58183.598
248815934,60074.86
248816932,32419.012
248814513,64946.625
248823903,201406.45
248823914,312383.44
248821017,48504.836
248812427,186666.08
248812789,55131.625
248812436,173741.31
248811007,82784.52
248811029,36664.34
248818843,33302.77
248825763,141020.95
248826920,152638.97
248824709,64407.19
248824713,59509.414
248824371,72150.45
248826861,30435.582
248826500,52272.375
248821734,208800.56
248823831,175345.78
248816908,30291.54
248820469,57462.375
248820447,82885.08
248825350,32214.312
248824762,66742.516
248824763,60410.227
248824241,63242.438
248824915,37687.58
248824808,33251.133
248826391,67777.31
248824812,56362.633
248826395,63737.777
248822943,64473.242
248821388,180965.94
248821390,186265.92
248823151,58504.266
248816960,151169.16
248823802,65527.625
248824987,62953.215
248838378,31155.09
248839119,65027.69
248833585,64089.637
248831000,56328.906
248833604,231770.81
248831626,73567.99
248844125,41084.76
248848156,42007.625
248836348,57527.938
248836353,56151.566
248846469,29273.54
248847952,322721.97
248846953,61967.16
248831223,60848.824
248833242,58154.23
248833245,64089.055
248834600,55056.492
248834601,58270.86
248831944,56519.37
248832961,37291.43
248834903,40966.14
248834357,70073.84
248832394,41453.82
248841768,72310.04
248834236,228164.84
248834099,55709.223
248846580,54495.625
248846312,69850.22
248847804,59260.273
248845453,179982.45
248845950,59376.125
248834108,54110.32
248834784,58636.15
248832863,58602.453
248832724,41697.36
248834942,71300.11
248834811,236873.62
248832695,249654.22
248834878,72879.055
248833910,61158.22
248834803,58448.066
248848542,57160.14
248848546,39329.18
248848296,50587.188
248840571,52181.477
248844091,70052.48
248846416,66992.03
248846447,45913.508
248843013,54666.625
248843032,63304.633
248836071,223180.81
248845971,61831.156
248839831,73397.79
248846691,174283.6
248846083,55799.055
248847205,52807.75
248848235,58176.883
248835257,39053.695
248837157,187341.9
248835346,59487.04
248837271,78248.875
248836222,59471.555
248836551,36797.555
248843670,40091.574
248837893,278852.88
248846127,55879.938
248842784,181573.34
248842203,224051.0
248842180,71707.375
248840686,52200.477
248840696,58270.95
248835829,56408.58
248836189,55971.875
248835642,70213.12
248836225,31010.566
248837305,54578.633
248835626,62352.625
248830431,56689.152
248838853,28015.059
248840170,52591.746
248838596,52622.844
248846664,59835.707
248846667,64089.793
248839276,56277.266
248839188,39522.375
248839986,55636.0
248839990,213324.98
248832014,69154.42
248830477,56071.766
248832026,50565.42
248832031,56786.2
248831832,224851.69
248832452,47607.805
248842074,53543.617
248842855,78298.984
248842856,73380.414
248838808,55914.08
248840771,56534.047
248842886,66534.34
248842334,42237.65
248842872,43549.414
248842780,43728.242
248843009,47477.086
248842170,74327.016
248837214,83246.914
248836904,60825.29
248845542,65503.355
248829468,65639.29
248831532,58752.703
248830157,64177.22
248830748,51607.39
248844822,71424.234
248839466,29878.396
248839287,37816.215
248846100,46774.055
248829992,60683.15
248829994,245096.67
248832473,68177.47
248830016,60491.29
248830926,51999.273
248833165,76698.09
248831972,71089.84
248833188,68365.234
248829877,190018.0
248840975,80549.96
248842962,38890.004
248831684,60558.76
248830412,37821.695
248831802,87181.42
248830776,59766.13
248844529,29659.625
248842052,63639.64
248840188,51785.69
248839141,188767.38
248846852,308944.3
248839492,56723.445
248839169,278890.94
248837520,29992.254
248835667,45007.75
248836285,70479.49
248845656,76020.27
248829925,79233.54
248831112,54137.43
248830025,39327.49
248830036,312900.3
248831200,66471.24
248841649,55851.797
248841650,51651.86
248834040,73636.39
248841898,58402.64
248841933,61880.953
248840992,49153.07
248840996,30592.502
248841826,183338.58
248832753,75173.69
248829613,18157.822
248848049,55744.867
248845115,153981.0
248835473,221904.88
248835161,72555.09
248836988,57921.562
248836364,211200.89
248845214,53266.1
248835034,54120.758
248835141,58295.375
248835691,29836.02
248835615,55823.71
248831322,62896.984
248831434,67036.56
248831467,59603.734
248831474,48008.316
248834144,60310.35
248842909,27890.785
248840954,66254.28
248841848,181855.19
248834130,55015.266
248840447,176368.53
248840448,59564.29
248840460,55824.742
248841190,59027.73
248845857,46059.67
248844354,176100.94
248845135,41636.516
248845223,54562.594
248842550,29523.197
248845002,59228.28
248846377,19503.424
248847550,59860.22
248848613,177775.84
248846386,58528.07
248847567,61019.125
248845400,57575.3
248848341,57645.16
248846595,59488.98
248846597,40428.742
248833342,57438.277
248833348,47320.86
248843595,59656.594
248843939,214087.9
248841055,59618.04
248842432,57151.043
248847325,60676.727
248839290,77282.31
248839292,69402.17
248839300,48159.68
248848461,70293.64
248847476,67548.61
248844060,42357.992
248843321,306922.97
248833355,40707.6
248832785,51547.984
248834709,65976.84
